movie_title,director_name,num_user_for_reviews,language,country,title_year,imdb_score,aspect_ratio,movie_facebook_likes,director_facebook_likes,actor_3_facebook_likes,actor_2_facebook_likes,actor_1_facebook_likes,actor_3_name,actor_2_name,actor_1_name,num_voted_users,cast_total_facebook_likes,budget
Airborne ,Rob Bowman,70,English,USA,1993,6.2,1.85,0,38,117,399,584,Brittney Powell,Jacob Vargas,Alanna Ubach,5061,1218,2600000
Cotton Comes to Harlem ,Ossie Davis,27,English,USA,1970,6.6,1.85,477,282,148,434,586,Calvin Lockhart,Cleavon Little,Redd Foxx,1172,1581,1200000
The Wicked Within ,Jay Alaimo,7,English,USA,2015,4.6,,479,2,475,500,10000,Patrick Muldoon,Sabrina Carmichael,William McNamara,742,11257,1200000
Bleeding Hearts ,Dylan Bank,2,English,USA,2015,4.2,,242,0,312,350,498,Dustin Diamond,Deirdre Lorenz,Seregon O'Dassey,71,1810,1200000
Waiting... ,Rob McKittrick,236,English,USA,2005,6.8,1.85,0,6,804,1000,16000,Vanessa Lengies,Dane Cook,Ryan Reynolds,76467,19957,3000000
Dead Man's Shoes ,Shane Meadows,207,English,UK,2004,7.7,1.85,0,222,68,404,680,George Newton,Gary Stretch,Paddy Considine,39929,1311,695393
Wolf Creek             ,,6,English,Australia,,7.1,2,954,,206,457,511,Lucy Fry,John Jarratt,Richard Cawthorne,726,1617,
From a Whisper to a Scream ,Jeff Burr,37,English,USA,1987,5.9,1.85,241,155,147,426,448,Susan Tyrrell,Clu Gulager,Terry Kiser,1324,1329,1100000
Sex with Strangers ,Harry Gantz,8,English,USA,2002,4.7,1.33,51,0,,,,,,,285,0,
Dracula: Pages from a Virgin's Diary ,Guy Maddin,32,English,Canada,2002,7,1.85,131,126,3,4,14,Brent Neale,CindyMarie Small,Sarah Murphy-Dyson,1555,21,1600000
Faith Like Potatoes ,Regardt van den Bergh,36,Zulu,South Africa,2006,6.9,1.85,0,12,25,48,412,Jeanne Neilson,Frank Rautenbach,Sean Cameron Michael,2050,521,10000000
Beyond the Black Rainbow ,Panos Cosmatos,82,English,Canada,2010,6.1,2.35,0,22,48,95,434,Eva Bourne,Marilyn Norry,Chris Gauthier,6555,645,1100000
The Raid: Redemption ,Gareth Evans,316,Indonesian,Indonesia,2011,7.6,1.85,51000,338,60,342,1000,Donny Alamsyah,Yayan Ruhian,Iko Uwais,148221,1445,1100000
The Dead Undead ,Matthew R. Anderson,15,English,USA,2010,3,1.85,444,252,252,745,1000,Matthew R. Anderson,Vernon Wells,Johnny Pacar,737,2510,1100000
The Vatican Exorcisms ,Joe Marino,10,English,Italy,2013,2.6,2.35,200,0,0,0,12,Joe Marino,Anella Vastola,Piero Maggiò,332,12,1100000
Casablanca ,Michael Curtiz,1123,English,USA,1942,8.6,1.37,23000,345,269,607,2000,Conrad Veidt,Claude Rains,Humphrey Bogart,387508,3442,950000
Lake Mungo ,Joel Anderson,85,English,Australia,2008,6.1,1.85,0,0,5,5,12,Martin Sharpe,Rosie Traynor,Talia Zucker,9465,29,1400000
Rocket Singh: Salesman of the Year ,Shimit Amin,35,Hindi,India,2009,7.5,,773,6,20,22,964,Gauhar Khan,Shazahn Padamsee,Ranbir Kapoor,11010,1052,
Silent Running ,Douglas Trumbull,199,English,USA,1972,6.7,1.85,0,136,42,184,844,Jesse Vint,Ron Rifkin,Bruce Dern,20678,1080,1000000
Rocky ,John G. Avildsen,542,English,USA,1976,8.1,1.33,0,80,794,1000,13000,Carl Weathers,Burgess Meredith,Sylvester Stallone,375240,16094,960000
The Sleepwalker ,Mona Fastvold,2,English,Norway,2014,4.9,2.35,234,2,9,287,321,Gitte Witt,Brady Corbet,Christopher Abbott,512,622,1100000
The Fog ,John Carpenter,335,English,USA,1980,6.8,2.35,7000,0,606,826,2000,Janet Leigh,Hal Holbrook,Jamie Lee Curtis,46493,4878,1000000
Tom Jones ,Tony Richardson,56,English,UK,1963,6.8,1.37,328,62,69,269,883,Hugh Griffith,Susannah York,Albert Finney,8508,1371,1000000
Unfriended ,Levan Gabriadze,309,English,USA,2014,5.7,1.85,13000,6,142,305,707,Heather Sossaman,Renee Olstead,Shelley Hennig,44329,1565,1000000
Taxi Driver ,Martin Scorsese,881,English,USA,1976,8.3,1.85,35000,17000,595,745,22000,Peter Boyle,Albert Brooks,Robert De Niro,507063,23525,1300000
The Howling ,Joe Dante,195,English,USA,1981,6.6,1.85,0,287,725,823,1000,Dee Wallace,Robert Picardo,Patrick Macnee,22773,4438,1000000
Dr. No ,Terence Young,389,English,UK,1962,7.3,1.37,5000,92,177,275,650,Lois Maxwell,Jack Lord,Ursula Andress,116642,1421,1100000
Chernobyl Diaries ,Bradley Parker,271,English,USA,2012,5,1.85,24000,18,300,466,1000,Jonathan Sadowski,Ingrid Bolsø Berdal,Jesse McCartney,52642,2665,1000000
Hellraiser ,Clive Barker,335,English,UK,1987,7,1.85,0,385,100,209,266,Clare Higgins,Ashley Laurence,Andrew Robinson,76407,673,1000000
God's Not Dead 2 ,Harold Cronk,102,English,USA,2016,3.4,2.35,0,18,295,420,634,Maria Canals-Barrera,Robin Givens,Benjamin A. Onyango,4501,1810,5000000
Cry_Wolf ,Jeff Wadlow,220,English,USA,2005,5.9,2.35,816,65,683,989,1000,Lindy Booth,Gary Cole,Julian Morris,23021,3155,1000000
Godzilla 2000 ,Takao Okawara,140,Japanese,Japan,1999,6,2.35,339,2,3,3,43,Sakae Kimura,Naomi Nishida,Hiroshi Abe,5442,53,1000000000
Blue Valentine ,Derek Cianfrance,283,English,USA,2010,7.4,1.66,25000,310,616,2000,33000,John Doman,Mike Vogel,Ryan Gosling,141425,35941,3500000
Transamerica ,Duncan Tucker,230,English,USA,2005,7.4,1.85,0,2,226,508,2000,Paul Borghese,Felicity Huffman,Kevin Zegers,36321,3192,1000000
The Devil Inside ,William Brent Bell,290,English,USA,2012,4.2,1.85,12000,19,128,169,403,Brian Johnson,Claudiu Trandafir,Fernanda Andrade,30570,988,1000000
Beyond the Valley of the Dolls ,Russ Meyer,137,English,USA,1970,6.2,2.35,0,199,44,46,503,Harrison Page,Cynthia Myers,Charles Napier,7584,731,900000
Love Me Tender ,Robert D. Webb,36,English,USA,1956,6.2,2.35,365,0,102,110,356,Debra Paget,Neville Brand,James Drury,2636,831,1000000
An Inconvenient Truth ,Davis Guggenheim,504,English,USA,2006,7.5,1.85,0,49,,68,861,,Al Gore,Billy West,67654,929,
Sands of Iwo Jima ,Allan Dwan,69,English,USA,1949,7.2,1.37,624,23,88,102,183,Forrest Tucker,Richard Jaeckel,James Brown,7346,510,1000000
Shine a Light ,Martin Scorsese,67,English,USA,2008,7.2,1.85,0,17000,184,426,543,Albert Maysles,Keith Richards,Mick Jagger,9638,1218,
The Green Inferno ,Eli Roth,164,English,USA,2013,5.4,2.35,12000,0,389,550,640,Magda Apanowicz,Richard Burgi,Daryl Sabara,21468,2082,6000000
Departure ,Andrew Steggall,5,English,UK,2015,7,1.85,75,0,30,47,202,Niamh Cusack,Alex Lawther,Juliet Stevenson,162,283,1100000
The Sessions ,Ben Lewin,126,English,USA,2012,7.2,1.85,11000,20,365,374,422,Rhea Perlman,Adam Arkin,W. Earl Brown,36381,1899,1000000
"Food, Inc. ",Robert Kenner,183,English,USA,2008,7.9,1.78,37000,11,2,3,37,Barbara Kowalcyk,Eric Schlosser,Michael Pollan,42389,42,
October Baby ,Andrew Erwin,82,English,USA,2011,6.8,,0,10,245,264,544,Jason Burkey,Robert Amaya,Rachel Hendrix,6110,1147,
Next Stop Wonderland ,Brad Anderson,86,English,USA,1998,6.7,1.85,392,122,458,472,22000,Holland Taylor,Callie Thorne,Philip Seymour Hoffman,4195,23461,1000000
Juno ,Jason Reitman,881,English,USA,2007,7.5,1.85,10000,655,973,3000,24000,Rainn Wilson,Jennifer Garner,J.K. Simmons,414345,28817,7500000
The Skeleton Twins ,Craig Johnson,79,English,USA,2014,6.8,2.35,0,7,180,439,3000,Kathleen Rose Perkins,Boyd Holbrook,Ty Burrell,31254,3986,
Martha Marcy May Marlene ,Sean Durkin,186,English,USA,2011,6.9,2.35,0,46,287,300,321,Brady Corbet,Julia Garner,Christopher Abbott,40425,1263,
Obvious Child ,Gillian Robespierre,73,English,USA,2014,6.8,2.35,0,9,313,457,612,Jake Lacy,Jenny Slate,Gaby Hoffmann,16594,1587,
Frozen River ,Courtney Hunt,93,English,USA,2008,7.2,1.85,0,33,229,238,496,Misty Upham,Michael O'Keefe,Charlie McDermott,21746,994,1000000
20 Feet from Stardom ,Morgan Neville,80,English,USA,2013,7.4,1.78,14000,9,13,19,130,Merry Clayton,Lou Adler,Sheryl Crow,9540,198,1000000
Two Girls and a Guy ,James Toback,102,English,USA,1997,5.6,1.85,387,56,13,104,21000,Angel David,Natasha Gregson Wagner,Robert Downey Jr.,5933,21124,1000000
Walking and Talking ,Nicole Holofcener,32,English,UK,1996,6.8,1.85,227,132,584,695,778,Vincent Pastore,Anne Heche,Kevin Corrigan,2629,2400,1000000
The Full Monty ,Peter Cattaneo,174,English,UK,1997,7.2,1.85,0,11,121,891,1000,Lesley Sharp,Mark Addy,Tom Wilkinson,82232,2323,3500000
Who Killed the Electric Car? ,Chris Paine,155,English,USA,2006,7.7,1.75,0,2,5,659,783,Colette Divine,Phyllis Diller,Ed Begley Jr.,11283,1447,1000000
The Broken Hearts Club: A Romantic Comedy ,Greg Berlanti,120,English,USA,2000,7,2.35,671,112,428,826,1000,Mary McCormack,Nia Long,Justin Theroux,6084,3085,1000000
Bubba Ho-Tep ,Don Coscarelli,366,English,USA,2002,7.2,1.85,0,152,124,282,1000,Ella Joyce,Ossie Davis,Daniel Roebuck,38893,1587,1000000
Goosebumps ,Rob Letterman,154,English,USA,2015,6.4,2.35,35000,11,543,1000,2000,Ken Marino,Dylan Minnette,Odeya Rush,47988,5497,58000000
Slam ,Marc Levin,51,English,USA,1998,7.2,1.85,603,12,6,38,245,Bonz Malone,Saul Williams,Sonja Sohn,1976,295,1000000
Brigham City ,Richard Dutcher,63,English,USA,2001,7.2,1.85,100,13,25,81,957,Rick Macy,Frank Gerrish,Wilford Brimley,983,1107,1000000
Fiza ,Khalid Mohamed,19,Hindi,India,2000,6.2,2.35,92,10,97,186,353,Jaya Bhaduri,Manoj Bajpayee,Karisma Kapoor,2715,773,1000000
History of the World: Part I ,Mel Brooks,131,English,USA,1981,6.9,2.35,0,0,842,898,1000,Dom DeLuise,Sid Caesar,Madeline Kahn,36559,3931,11000000
Orgazmo ,Trey Parker,168,English,USA,1997,6.2,1.85,0,406,194,203,406,Matt Stone,Dian Bachar,Trey Parker,30396,904,1000000
All the Real Girls ,David Gordon Green,126,English,USA,2003,6.9,2.35,571,234,463,552,11000,Shea Whigham,Paul Schneider,Zooey Deschanel,9233,12385,2500000
Dream with the Fishes ,Finn Taylor,29,English,USA,1997,7,1.85,166,4,301,394,611,Kathryn Erbe,Cathy Moriarty,David Arquette,1524,1692,1000000
Blue Car ,Karen Moncrieff,68,English,USA,2002,6.7,1.85,115,22,275,400,638,A.J. Buckley,Agnes Bruckner,Frances Fisher,3142,1641,1000000
Luminarias ,José Luis Valenzuela,32,English,USA,2000,3.6,,24,0,268,625,844,Robert Beltran,Lupe Ontiveros,Cheech Marin,505,2289,1000000
Palo Alto ,Gia Coppola,61,English,USA,2013,6.3,1.85,0,71,145,733,11000,Olivia Crocicchia,Nat Wolff,James Franco,19752,12234,
Ajami ,Scandar Copti,32,Arabic,Germany,2009,7.4,1.85,0,13,7,13,20,Ranin Karim,Scandar Copti,Shahir Kabaha,4999,42,
Wristcutters: A Love Story ,Goran Dukic,88,English,USA,2006,7.4,1.78,11000,21,772,835,1000,Chase Ellison,Patrick Fugit,Leslie Bibb,46076,4720,1000000
I Origins ,Mike Cahill,160,English,USA,2014,7.3,2.39,32000,135,11,71,7000,Venida Evans,Cara Seymour,Steven Yeun,75633,7098,
The Battle of Shaker Heights ,Efram Potelle,49,English,USA,2003,6.1,1.85,150,2,551,577,855,Kathleen Quinlan,Elden Henson,Shiri Appleby,3806,2489,1000000
The Lovely Bones ,Peter Jackson,593,English,USA,2009,6.7,2.35,16000,0,310,559,873,Tom McCarthy,AJ Michalka,Michael Imperioli,125114,2369,65000000
The Act of Killing ,Joshua Oppenheimer,107,Indonesian,UK,2012,8.2,1.85,20000,50,0,3,3,Syamsul Arifin,Herman Koto,Anwar Congo,23836,6,1000000
Taxi to the Dark Side ,Alex Gibney,40,English,USA,2007,7.7,1.85,0,141,23,125,141,Greg D'Agostino,George W. Bush,Alex Gibney,10564,313,1000000
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,Paul Crowder,13,English,UK,2006,7.3,1.85,587,10,5,7,102,Ahmet Ertegun,Marv Albert,Pelé,1290,118,1000000
Guiana 1838 ,Rohit Jagessar,2,English,USA,2004,7.4,,32,0,0,3,12,Aasheekaa Bathija,Rufus Graham,Kumar Gaurav,56,15,
Lisa Picard Is Famous ,Griffin Dunne,16,English,USA,2000,5.7,,25,165,679,922,978,Melissa Gilbert,Fisher Stevens,Mira Sorvino,455,3258,
Antarctica: A Year on Ice ,Anthony Powell,16,English,New Zealand,2013,7.6,1.85,0,9,9,24,53,Anthony Powell,Tom Hamann,Josh Swanson,2482,86,1000000
A Lego Brickumentary ,Kief Davidson,11,English,Denmark,2014,6.8,,0,0,0,8,20,Jason Bateman,Brian Whitaker,G.W. Krauss,1220,28,1000000
Hardflip ,Johnny Remo,5,English,USA,2012,5.6,1.85,706,74,891,984,260000,Raquel Elizabeth Ames,Randy Wayne,Matthew Ziff,606,263584,1000000
Chocolate: Deep Dark Secrets ,Vivek Agnihotri,30,Hindi,India,2005,4.8,,31,5,219,668,724,Sunil Shetty,Anil Kapoor,Emraan Hashmi,1524,2024,1500000
The House of the Devil ,Ti West,193,English,USA,2009,6.4,1.85,0,243,725,962,969,Dee Wallace,Greta Gerwig,Lena Dunham,30160,3833,900000
The Perfect Host ,Nick Tomnay,73,English,USA,2010,6.8,1.85,0,11,271,298,443,Nathaniel Parker,Clayne Crawford,David Hyde Pierce,20176,1452,500000
Safe Men ,John Hamburg,52,English,USA,1998,6.1,1.85,157,29,117,230,499,Josh Pais,Michael Lerner,Harvey Fierstein,2735,1141,1000000
Speedway Junky ,Nickolas Perry,43,English,USA,1999,5.2,,27,5,73,231,590,Adrienne Frantz,Patsy Kensit,Patrick Renna,1434,1042,1000000
The Last Big Thing ,Dan Zukovic,17,English,USA,1996,6.9,1.85,43,8,14,71,96,James Lorinz,Louis Mustillo,Yul Vazquez,334,196,
The Specials ,Craig Mazin,54,English,USA,2000,6,1.85,210,82,490,571,2000,Jamie Kennedy,James Gunn,Judy Greer,1938,3905,1000000
16 to Life ,Becky Smith,6,English,USA,2009,6.3,1.78,143,32,256,261,386,Hallee Hirsh,Emily Baldoni,Will Rothhaar,397,1647,1000000
Alone with Her ,Eric Nicholas,31,English,USA,2006,6.1,1.85,244,0,61,163,262,Jonathon Trent,Ana Claudia Talancón,Jordana Spiro,3228,509,1000000
Creative Control ,Benjamin Dickinson,7,English,USA,2015,5.5,2.39,793,4,150,171,446,Meredith Hagner,Alexia Rasmussen,Nora Zehetner,1048,928,1000000
Special ,Hal Haberman,37,English,USA,2006,6.9,1.85,0,0,394,645,975,Ian Bohen,Paul Blackthorne,Michael Rapaport,4862,2694,1000000
Sparkler ,Darren Stein,13,English,USA,1997,5.6,,17,18,422,490,491,Veronica Cartwright,Jamie Kennedy,Frances Bay,377,2633,
The Helix... Loaded ,A. Raven Cruz,9,English,USA,2005,1.9,1.78,128,0,94,361,639,Jennifer Sky,Vanilla Ice,Scott Levy,534,1188,1000000
In Her Line of Fire ,Brian Trenchard-Smith,12,English,Germany,2006,4.1,1.85,42,53,176,288,563,Jesse Hutch,Mariel Hemingway,David Keith,783,1284,1000000
The Jimmy Show ,Frank Whaley,21,English,USA,2001,5.4,1.85,47,436,4,436,474,Heather Bucha,Frank Whaley,Lynn Cohen,480,920,1500000
Heli ,Amat Escalante,15,Spanish,Mexico,2013,6.8,1.85,0,50,8,9,327,Gabriel Reyes,Andrea Vergara,Kenny Johnston,3499,351,1000000
Karachi se Lahore ,Wajahat Rauf,15,Urdu,Pakistan,2015,7,,259,3,4,5,7,Javed Sheikh,Ayesha Omar,Rasheed Naz,876,19,1000000
Loving Annabelle ,Katherine Brooks,75,English,USA,2006,6.7,1.85,501,57,228,403,442,Laura Breckenridge,Kevin McCarthy,Ilene Graff,9190,1635,1000000
Hits ,David Cross,8,English,USA,2014,5.8,1.78,903,0,396,490,782,Amy Sedaris,Matt Walsh,Jason Ritter,1359,2607,1000000
Jimmy and Judy ,Randall Rubin,26,English,USA,2006,6.2,,138,0,131,275,363,James Eckhouse,A.J. Buckley,Nicole Randall Johnson,1420,997,1000000
Frat Party ,Robert Bennett,28,English,USA,2009,2.8,16,297,15,106,157,984,Alicia Ziegler,Lauren C. Mayhew,Randy Wayne,1612,1752,1000000
The Party's Over ,Guy Hamilton,7,English,UK,1965,7.3,1.37,32,82,47,196,694,Louise Sorel,Eddie Albert,Oliver Reed,340,964,
Proud ,Mary Pat Kelly,22,English,USA,2004,5.8,,141,3,149,282,767,Janet Hubert,Ossie Davis,Aidan Quinn,275,1593,1000000
The Poker House ,Lori Petty,24,English,USA,2008,6.5,1.85,599,923,904,17000,34000,Bokeem Woodbine,Chloë Grace Moretz,Jennifer Lawrence,3943,52113,
Childless ,Charlie Levi,,English,USA,2008,6.1,,3,0,171,618,1000,Diane Venora,Barbara Hershey,Joe Mantegna,33,1996,1000000
ZMD: Zombies of Mass Destruction ,Kevin Hamedani,39,English,USA,2009,5.1,1.85,0,23,23,37,199,Kevin Hamedani,Janette Armand,Russell Hodgkinson,3650,292,500000
Snow White: A Deadly Summer ,David DeCoteau,14,English,USA,2012,2.2,1.78,150,142,317,383,458,Tim Abell,Shanley Caswell,Maureen McCormick,634,1549,1000000
Hidden Away ,Mikel Rueda,7,Spanish,Spain,2014,7.2,2.35,68,0,0,0,90,Joseba Ugalde,Germán Alcarazu,Álex Angulo,955,90,
My Last Day Without You ,Stefan C. Schaefer,12,English,USA,2011,5.7,1.66,370,0,360,395,898,Reg E. Cathey,Marlene Forte,Nicole Beharie,982,2116,1000000
Steppin: The Movie ,Michael Taliferro,1,English,USA,2009,3.4,,41,105,110,207,592,Chrystee Pharris,Sticky Fingaz,Wesley Jonathan,293,1350,1000000
Doc Holliday's Revenge ,David DeCoteau,6,English,USA,2014,3.8,1.78,54,142,402,854,10000,Randy Jay Burrell,Tom Berenger,William McNamara,93,11466,1000000
Black Rock ,Katie Aselton,47,English,USA,2012,4.7,1.85,0,224,37,59,224,Jay Paulson,Anslem Richardson,Katie Aselton,6531,344,
Truth or Die ,Robert Heath,41,English,UK,2012,5.6,2.35,968,0,177,334,335,Jennie Jacques,Alexander Vlahos,David Oakes,6513,1226,1000000
The Pet ,D. Stevens,24,English,USA,2006,3.9,,91,6,0,17,92,Summer Napoles,Pierre Dulat,Magi Avila,425,109,1000000
Bang Bang Baby ,Jeffrey St. Jules,16,English,Canada,2014,5.4,,48,0,36,40,57,Kristian Bruun,Chloe Rose,Boyd Banks,137,231,1000000
Fear Clinic ,Robert Hall,19,English,USA,2015,5.2,2.35,936,53,253,366,677,Fiona Dourif,Kevin Gage,Angelina Armani,6256,1825,1000000
Zombie Hunter ,K. King,30,English,USA,2013,3.5,2.35,0,3,115,211,214,Jarrod Phillips,Shona Kay,Jason K. Wixom,2057,656,1000000
A Fine Step ,Jonathan Meyers,1,,USA,2014,5.3,,212,0,426,608,657,Leonor Varela,Luke Perry,Justin Baldoni,207,2677,1000000
Trance ,Danny Boyle,212,English,UK,2013,7,2.35,23000,0,888,1000,3000,Tuppence Middleton,Spencer Wilding,Rosario Dawson,92640,5056,20000000
Charly ,Ralph Nelson,55,English,USA,1968,7.1,2.35,785,17,113,605,754,Claire Bloom,Dick Van Patten,Cliff Robertson,4998,1567,
Banshee Chapter ,Blair Erickson,56,English,Germany,2013,5.5,,2000,0,302,371,696,Michael McMillian,Katia Winter,Monique Candelaria,6265,1618,950000
Jesse             ,,14,English,USA,,5.9,,57,,223,275,775,Bruno Campos,David DeLuise,Eric Lloyd,954,1713,
Ask Me Anything ,Allison Burnett,64,English,USA,2014,6,,884,12,354,413,529,Cathryn de Prume,Gia Mantegna,Kimberly Williams-Paisley,7870,2468,950000
And Then Came Love ,Richard Schenkman,4,English,USA,2007,4.8,,42,29,558,569,1000,Eartha Kitt,Mike Colter,Vanessa Williams,443,2504,989000
Food Chains ,Sanjay Rawal,3,English,USA,2014,7.1,,489,0,17,28,56,Eve Ensler,Robert Kennedy Jr.,Alma Martinez,265,104,913000
On the Waterfront ,Elia Kazan,281,English,USA,1954,8.2,1.85,0,603,279,416,10000,Rod Steiger,Karl Malden,Marlon Brando,100890,11094,910000
L!fe Happens ,Kat Coiro,15,English,USA,2011,5.7,2.35,995,28,501,756,945,Kristen Johnston,Geoff Stults,Justin Kirk,6025,2924,930000
"4 Months, 3 Weeks and 2 Days ",Cristian Mungiu,172,Romanian,Romania,2007,7.9,1.85,14000,163,27,60,131,Alexandru Potocean,Vlad Ivanov,Anamaria Marinca,44763,264,590000
The Horror Network Vol. 1 ,Brian Dorton,3,English,USA,2015,7.3,,52,171,76,171,1000,Jan Cornet,Brian Dorton,Javier Botet,139,1343,3000000
Hard Candy ,David Slade,651,English,USA,2005,7.1,2.35,12000,171,0,8,109,Patrick Wilson,G.J. Echternkamp,Odessa Rae,131969,117,950000
The Quiet ,Jamie Babbit,90,English,USA,2005,6.4,2.35,698,91,659,796,982,Edie Falco,David Gallagher,Katy Mixon,13485,3299,900000
Circumstance ,Maryam Keshavarz,43,Persian,France,2011,5.9,2.35,0,32,127,127,144,Sina Amedson,Reza Sixo Safai,Sarah Kazemy,6277,509,
Fruitvale Station ,Ryan Coogler,168,English,USA,2013,7.5,1.85,17000,0,88,270,282,Ariana Neal,Melonie Diaz,Ahna O'Reilly,53919,687,900000
The Brass Teapot ,Ramaa Mosley,39,English,USA,2012,6.4,2.35,0,6,727,947,975,Alia Shawkat,Michael Angarano,Jack McBrayer,11965,4184,900000
Bambi ,James Algar,136,English,USA,1942,7.4,1.33,0,11,8,12,16,Ann Gillis,Donnie Dunagan,Sam Edwards,94225,63,
The Hammer ,Charles Herman-Wurmfeld,23,English,USA,2007,7.3,,337,0,102,140,465,Adam Carolla,Rian Bishop,John Enos III,5489,897,850000
Snitch ,Ric Roman Waugh,122,English,USA,2013,6.5,2.35,12000,29,874,1000,12000,Nadine Velazquez,Harold Perrineau,Dwayne Johnson,64748,15800,15000000
Latter Days ,C. Jay Cox,252,English,USA,2003,7.2,1.85,0,6,522,813,23000,Jacqueline Bisset,Rob McElhenney,Joseph Gordon-Levitt,14580,26017,850000
Elza ,Mariette Monpierre,2,French,France,2011,6.7,16,24,0,0,0,0,Teddy Doloir,Christophe Cherki,Stana Roumillac,19,0,900000
1982 ,Tommy Oliver,3,English,USA,2013,7.1,,181,66,734,782,904,Quinton Aaron,Ruby Dee,Bokeem Woodbine,122,5435,1000000
"For a Good Time, Call... ",Jamie Travis,34,English,USA,2012,6,2.35,0,15,567,904,938,Nia Vardalos,Ari Graynor,James Wolk,13421,3770,850000
Celeste & Jesse Forever ,Lee Toland Krieger,61,English,USA,2012,6.7,2.35,0,43,172,517,904,Rob Huebel,Janel Parrish,Ari Graynor,24391,1751,
Time Changer ,Rich Christiano,158,English,USA,2002,5.6,1.85,409,14,221,234,284,Hal Linden,D. David Morin,Gavin MacLeod,1742,1185,825000
London to Brighton ,Paul Andrew Williams,72,English,UK,2006,7,2.35,933,46,141,146,418,Georgia Groome,Johnny Harris,Lorraine Stanley,7308,926,500000
American Hero ,Nick Love,23,English,USA,2015,4.9,,549,63,175,207,489,Michelle Tabora,Christopher Berry,Eddie Griffin,2706,1278,990000
Windsor Drive ,Natalie Bible',6,English,USA,2015,3.2,,312,8,487,806,1000,Matt Cohen,Samaire Armstrong,Tommy O'Reilly,169,3336,100000
A Separation ,Asghar Farhadi,264,Persian,Iran,2011,8.4,1.85,48000,0,620,712,786,Peyman Moaadi,Leila Hatami,Shahab Hosseini,151812,2501,500000
Crying with Laughter ,Justin Molotnikov,6,English,UK,2009,6.9,,33,5,10,11,49,Joe Cassidy,Stephen McCole,Jo Hartley,190,81,
Welcome to the Dollhouse ,Todd Solondz,174,English,USA,1995,7.5,1.85,0,377,236,502,529,Christina Vidal,Ken Leung,Heather Matarazzo,26513,1502,800000
Ruby in Paradise ,Victor Nunez,28,English,USA,1993,7.2,1.85,81,9,86,143,159,Dorothy Lyman,Todd Field,Allison Dean,2039,423,800000
Raising Victor Vargas ,Peter Sollett,135,English,France,2002,7.2,1.85,219,6,68,270,302,Judy Marte,Melonie Diaz,Victor Rasuk,4743,663,800000
Pandora's Box ,Georg Wilhelm Pabst,84,German,Germany,1929,8,1.33,926,21,3,20,426,Fritz Kortner,Francis Lederer,Louise Brooks,7431,455,
Harrison Montgomery ,Daniel Davila,1,English,USA,2008,7.4,1.78,18,0,167,188,940,Diane Baker,Melora Walters,Martin Landau,59,1484,850000
Live-In Maid ,Jorge Gaggero,11,Spanish,Argentina,2004,7.2,,83,0,0,5,24,Claudia Lapacó,Hilda Bernard,Norma Aleandro,772,29,800000
Deterrence ,Rod Lurie,79,English,France,1999,6.5,1.85,130,37,501,573,574,Timothy Hutton,Kathryn Morris,Kevin Pollak,2256,1983,800000
